APT_ICAO,date,APT_NAME,STATE_NAME,FLT_DEP_1,FLT_ARR_1,FLT_TOT_1,DLY_APT_ARR_1,FLT_ARR_1_DLY,FLT_ARR_1_DLY_15,DLY_APT_ARR_W_1,DLY_APT_ARR_D_1,type,latitude_deg,longitude_deg,elevation_ft,iso_country,iso_region,municipality,scheduled_service,year,month,month_name,day_of_week,is_weekend,quarter,season,delay_per_arr,pct_arr_delayed,pct_arr_delayed_15,weather_delay_min,weather_share,delay_level,is_outlier,month_start
EBBR,2025-10-28,Brussels,Belgium,263,268,531,0,0,0,0,0,large_airport,50.901402,4.48444,175.0,BE,BE-VBR,Zaventem,yes,2025,10,Oct,Tuesday,False,4,Autumn,0.0,0.0,0.0,0,0.0,Low,False,2025-10-01
EKCH,2025-10-28,Copenhagen - Kastrup,Denmark,323,326,649,147,20,1,0,0,large_airport,55.617900848389,12.656000137329,17.0,DK,DK-84,Copenhagen,yes,2025,10,Oct,Tuesday,False,4,Autumn,0.450920245398773,0.06134969325153374,0.003067484662576687,0,0.0,Low,False,2025-10-01
EIDW,2025-10-28,Dublin,Ireland,313,321,634,590,30,16,0,0,large_airport,53.428713,-6.262121,242.0,IE,IE-D,Dublin,yes,2025,10,Oct,Tuesday,False,4,Autumn,1.838006230529595,0.09345794392523364,0.04984423676012461,0,0.0,Medium,False,2025-10-01
LPPT,2025-10-28,Lisbon,Portugal,290,291,581,2136,123,61,2136,0,large_airport,38.7813,-9.13592,374.0,PT,PT-11,Lisbon,yes,2025,10,Oct,Tuesday,False,4,Autumn,7.34020618556701,0.422680412371134,0.20962199312714777,2136,1.0,High,False,2025-10-01
LOWW,2025-10-29,Vienna,Austria,340,343,683,472,40,11,0,0,large_airport,48.110298,16.5697,600.0,AT,AT-9,Vienna,yes,2025,10,Oct,Wednesday,False,4,Autumn,1.3760932944606414,0.11661807580174927,0.03206997084548105,0,0.0,Medium,False,2025-10-01
EBBR,2025-10-29,Brussels,Belgium,282,271,553,0,0,0,0,0,large_airport,50.901402,4.48444,175.0,BE,BE-VBR,Zaventem,yes,2025,10,Oct,Wednesday,False,4,Autumn,0.0,0.0,0.0,0,0.0,Low,False,2025-10-01
EKCH,2025-10-29,Copenhagen - Kastrup,Denmark,348,347,695,44,10,0,0,0,large_airport,55.617900848389,12.656000137329,17.0,DK,DK-84,Copenhagen,yes,2025,10,Oct,Wednesday,False,4,Autumn,0.12680115273775217,0.02881844380403458,0.0,0,0.0,Low,False,2025-10-01
EIDW,2025-10-29,Dublin,Ireland,337,337,674,119,9,4,0,0,large_airport,53.428713,-6.262121,242.0,IE,IE-D,Dublin,yes,2025,10,Oct,Wednesday,False,4,Autumn,0.35311572700296734,0.026706231454005934,0.011869436201780416,0,0.0,Low,False,2025-10-01
LPPT,2025-10-29,Lisbon,Portugal,308,297,605,499,38,12,262,0,large_airport,38.7813,-9.13592,374.0,PT,PT-11,Lisbon,yes,2025,10,Oct,Wednesday,False,4,Autumn,1.6801346801346801,0.12794612794612795,0.04040404040404041,262,0.5250501002004008,Medium,False,2025-10-01
LOWW,2025-10-30,Vienna,Austria,348,346,694,2261,101,66,0,0,large_airport,48.110298,16.5697,600.0,AT,AT-9,Vienna,yes,2025,10,Oct,Thursday,False,4,Autumn,6.534682080924855,0.29190751445086704,0.1907514450867052,0,0.0,High,False,2025-10-01
EBBR,2025-10-30,Brussels,Belgium,283,290,573,0,0,0,0,0,large_airport,50.901402,4.48444,175.0,BE,BE-VBR,Zaventem,yes,2025,10,Oct,Thursday,False,4,Autumn,0.0,0.0,0.0,0,0.0,Low,False,2025-10-01
EKCH,2025-10-30,Copenhagen - Kastrup,Denmark,358,354,712,762,56,20,670,0,large_airport,55.617900848389,12.656000137329,17.0,DK,DK-84,Copenhagen,yes,2025,10,Oct,Thursday,False,4,Autumn,2.152542372881356,0.15819209039548024,0.05649717514124294,670,0.8792650918635171,Medium,False,2025-10-01
EIDW,2025-10-30,Dublin,Ireland,328,334,662,247,15,6,247,0,large_airport,53.428713,-6.262121,242.0,IE,IE-D,Dublin,yes,2025,10,Oct,Thursday,False,4,Autumn,0.7395209580838323,0.04491017964071856,0.017964071856287425,247,1.0,Low,False,2025-10-01
LPPT,2025-10-30,Lisbon,Portugal,305,310,615,109,9,2,0,0,large_airport,38.7813,-9.13592,374.0,PT,PT-11,Lisbon,yes,2025,10,Oct,Thursday,False,4,Autumn,0.35161290322580646,0.02903225806451613,0.0064516129032258064,0,0.0,Low,False,2025-10-01
LOWW,2025-10-31,Vienna,Austria,368,365,733,0,0,0,0,0,large_airport,48.110298,16.5697,600.0,AT,AT-9,Vienna,yes,2025,10,Oct,Friday,False,4,Autumn,0.0,0.0,0.0,0,0.0,Low,False,2025-10-01
EBBR,2025-10-31,Brussels,Belgium,284,280,564,70,5,2,0,0,large_airport,50.901402,4.48444,175.0,BE,BE-VBR,Zaventem,yes,2025,10,Oct,Friday,False,4,Autumn,0.25,0.017857142857142856,0.007142857142857143,0,0.0,Low,False,2025-10-01
EKCH,2025-10-31,Copenhagen - Kastrup,Denmark,374,383,757,115,17,1,0,0,large_airport,55.617900848389,12.656000137329,17.0,DK,DK-84,Copenhagen,yes,2025,10,Oct,Friday,False,4,Autumn,0.3002610966057441,0.044386422976501305,0.0026109660574412533,0,0.0,Low,False,2025-10-01
EIDW,2025-10-31,Dublin,Ireland,384,381,765,0,0,0,0,0,large_airport,53.428713,-6.262121,242.0,IE,IE-D,Dublin,yes,2025,10,Oct,Friday,False,4,Autumn,0.0,0.0,0.0,0,0.0,Low,False,2025-10-01
LPPT,2025-10-31,Lisbon,Portugal,323,310,633,2471,106,67,2471,0,large_airport,38.7813,-9.13592,374.0,PT,PT-11,Lisbon,yes,2025,10,Oct,Friday,False,4,Autumn,7.970967741935484,0.3419354838709677,0.2161290322580645,2471,1.0,High,False,2025-10-01
LOWW,2025-11-01,Vienna,Austria,297,308,605,25,3,0,0,0,large_airport,48.110298,16.5697,600.0,AT,AT-9,Vienna,yes,2025,11,Nov,Saturday,True,4,Autumn,0.08116883116883117,0.00974025974025974,0.0,0,0.0,Low,False,2025-11-01
EBBR,2025-11-01,Brussels,Belgium,246,251,497,171,17,4,171,0,large_airport,50.901402,4.48444,175.0,BE,BE-VBR,Zaventem,yes,2025,11,Nov,Saturday,True,4,Autumn,0.6812749003984063,0.06772908366533864,0.01593625498007968,171,1.0,Low,False,2025-11-01
EKCH,2025-11-01,Copenhagen - Kastrup,Denmark,289,285,574,0,0,0,0,0,large_airport,55.617900848389,12.656000137329,17.0,DK,DK-84,Copenhagen,yes,2025,11,Nov,Saturday,True,4,Autumn,0.0,0.0,0.0,0,0.0,Low,False,2025-11-01
EIDW,2025-11-01,Dublin,Ireland,339,328,667,0,0,0,0,0,large_airport,53.428713,-6.262121,242.0,IE,IE-D,Dublin,yes,2025,11,Nov,Saturday,True,4,Autumn,0.0,0.0,0.0,0,0.0,Low,False,2025-11-01
LPPT,2025-11-01,Lisbon,Portugal,313,310,623,1809,94,50,1809,0,large_airport,38.7813,-9.13592,374.0,PT,PT-11,Lisbon,yes,2025,11,Nov,Saturday,True,4,Autumn,5.835483870967742,0.3032258064516129,0.16129032258064516,1809,1.0,High,False,2025-11-01
LOWW,2025-11-02,Vienna,Austria,350,344,694,0,0,0,0,0,large_airport,48.110298,16.5697,600.0,AT,AT-9,Vienna,yes,2025,11,Nov,Sunday,True,4,Autumn,0.0,0.0,0.0,0,0.0,Low,False,2025-11-01
EBBR,2025-11-02,Brussels,Belgium,273,270,543,0,0,0,0,0,large_airport,50.901402,4.48444,175.0,BE,BE-VBR,Zaventem,yes,2025,11,Nov,Sunday,True,4,Autumn,0.0,0.0,0.0,0,0.0,Low,False,2025-11-01
EKCH,2025-11-02,Copenhagen - Kastrup,Denmark,354,353,707,0,0,0,0,0,large_airport,55.617900848389,12.656000137329,17.0,DK,DK-84,Copenhagen,yes,2025,11,Nov,Sunday,True,4,Autumn,0.0,0.0,0.0,0,0.0,Low,False,2025-11-01
EIDW,2025-11-02,Dublin,Ireland,358,369,727,0,0,0,0,0,large_airport,53.428713,-6.262121,242.0,IE,IE-D,Dublin,yes,2025,11,Nov,Sunday,True,4,Autumn,0.0,0.0,0.0,0,0.0,Low,False,2025-11-01
LPPT,2025-11-02,Lisbon,Portugal,314,320,634,92,11,1,0,0,large_airport,38.7813,-9.13592,374.0,PT,PT-11,Lisbon,yes,2025,11,Nov,Sunday,True,4,Autumn,0.2875,0.034375,0.003125,0,0.0,Low,False,2025-11-01
LOWW,2025-11-03,Vienna,Austria,342,345,687,0,0,0,0,0,large_airport,48.110298,16.5697,600.0,AT,AT-9,Vienna,yes,2025,11,Nov,Monday,False,4,Autumn,0.0,0.0,0.0,0,0.0,Low,False,2025-11-01
EBBR,2025-11-03,Brussels,Belgium,272,279,551,0,0,0,0,0,large_airport,50.901402,4.48444,175.0,BE,BE-VBR,Zaventem,yes,2025,11,Nov,Monday,False,4,Autumn,0.0,0.0,0.0,0,0.0,Low,False,2025-11-01
EKCH,2025-11-03,Copenhagen - Kastrup,Denmark,378,367,745,0,0,0,0,0,large_airport,55.617900848389,12.656000137329,17.0,DK,DK-84,Copenhagen,yes,2025,11,Nov,Monday,False,4,Autumn,0.0,0.0,0.0,0,0.0,Low,False,2025-11-01
EIDW,2025-11-03,Dublin,Ireland,358,348,706,703,38,20,0,0,large_airport,53.428713,-6.262121,242.0,IE,IE-D,Dublin,yes,2025,11,Nov,Monday,False,4,Autumn,2.0201149425287355,0.10919540229885058,0.05747126436781609,0,0.0,Medium,False,2025-11-01
LPPT,2025-11-03,Lisbon,Portugal,306,321,627,407,47,5,0,0,large_airport,38.7813,-9.13592,374.0,PT,PT-11,Lisbon,yes,2025,11,Nov,Monday,False,4,Autumn,1.2679127725856698,0.14641744548286603,0.01557632398753894,0,0.0,Medium,False,2025-11-01
LOWW,2025-11-04,Vienna,Austria,294,299,593,0,0,0,0,0,large_airport,48.110298,16.5697,600.0,AT,AT-9,Vienna,yes,2025,11,Nov,Tuesday,False,4,Autumn,0.0,0.0,0.0,0,0.0,Low,False,2025-11-01
EBBR,2025-11-04,Brussels,Belgium,234,216,450,586,5,5,0,0,large_airport,50.901402,4.48444,175.0,BE,BE-VBR,Zaventem,yes,2025,11,Nov,Tuesday,False,4,Autumn,2.712962962962963,0.023148148148148147,0.023148148148148147,0,0.0,Medium,False,2025-11-01
EKCH,2025-11-04,Copenhagen - Kastrup,Denmark,316,322,638,0,0,0,0,0,large_airport,55.617900848389,12.656000137329,17.0,DK,DK-84,Copenhagen,yes,2025,11,Nov,Tuesday,False,4,Autumn,0.0,0.0,0.0,0,0.0,Low,False,2025-11-01
EIDW,2025-11-04,Dublin,Ireland,276,291,567,0,0,0,0,0,large_airport,53.428713,-6.262121,242.0,IE,IE-D,Dublin,yes,2025,11,Nov,Tuesday,False,4,Autumn,0.0,0.0,0.0,0,0.0,Low,False,2025-11-01
LPPT,2025-11-04,Lisbon,Portugal,281,279,560,153,12,3,0,0,large_airport,38.7813,-9.13592,374.0,PT,PT-11,Lisbon,yes,2025,11,Nov,Tuesday,False,4,Autumn,0.5483870967741935,0.043010752688172046,0.010752688172043012,0,0.0,Low,False,2025-11-01
LOWW,2025-11-05,Vienna,Austria,319,324,643,0,0,0,0,0,large_airport,48.110298,16.5697,600.0,AT,AT-9,Vienna,yes,2025,11,Nov,Wednesday,False,4,Autumn,0.0,0.0,0.0,0,0.0,Low,False,2025-11-01
EBBR,2025-11-05,Brussels,Belgium,256,285,541,1012,26,13,0,0,large_airport,50.901402,4.48444,175.0,BE,BE-VBR,Zaventem,yes,2025,11,Nov,Wednesday,False,4,Autumn,3.550877192982456,0.0912280701754386,0.0456140350877193,0,0.0,Medium,False,2025-11-01
EKCH,2025-11-05,Copenhagen - Kastrup,Denmark,325,324,649,0,0,0,0,0,large_airport,55.617900848389,12.656000137329,17.0,DK,DK-84,Copenhagen,yes,2025,11,Nov,Wednesday,False,4,Autumn,0.0,0.0,0.0,0,0.0,Low,False,2025-11-01
EIDW,2025-11-05,Dublin,Ireland,297,305,602,0,0,0,0,0,large_airport,53.428713,-6.262121,242.0,IE,IE-D,Dublin,yes,2025,11,Nov,Wednesday,False,4,Autumn,0.0,0.0,0.0,0,0.0,Low,False,2025-11-01
LPPT,2025-11-05,Lisbon,Portugal,293,290,583,4155,153,100,4155,0,large_airport,38.7813,-9.13592,374.0,PT,PT-11,Lisbon,yes,2025,11,Nov,Wednesday,False,4,Autumn,14.327586206896552,0.5275862068965518,0.3448275862068966,4155,1.0,High,True,2025-11-01
LOWW,2025-11-06,Vienna,Austria,337,334,671,0,0,0,0,0,large_airport,48.110298,16.5697,600.0,AT,AT-9,Vienna,yes,2025,11,Nov,Thursday,False,4,Autumn,0.0,0.0,0.0,0,0.0,Low,False,2025-11-01
EBBR,2025-11-06,Brussels,Belgium,274,276,550,0,0,0,0,0,large_airport,50.901402,4.48444,175.0,BE,BE-VBR,Zaventem,yes,2025,11,Nov,Thursday,False,4,Autumn,0.0,0.0,0.0,0,0.0,Low,False,2025-11-01
EKCH,2025-11-06,Copenhagen - Kastrup,Denmark,359,364,723,1434,77,44,0,0,large_airport,55.617900848389,12.656000137329,17.0,DK,DK-84,Copenhagen,yes,2025,11,Nov,Thursday,False,4,Autumn,3.9395604395604398,0.21153846153846154,0.12087912087912088,0,0.0,Medium,False,2025-11-01
EIDW,2025-11-06,Dublin,Ireland,322,313,635,0,0,0,0,0,large_airport,53.428713,-6.262121,242.0,IE,IE-D,Dublin,yes,2025,11,Nov,Thursday,False,4,Autumn,0.0,0.0,0.0,0,0.0,Low,False,2025-11-01
LPPT,2025-11-06,Lisbon,Portugal,303,303,606,878,59,25,584,0,large_airport,38.7813,-9.13592,374.0,PT,PT-11,Lisbon,yes,2025,11,Nov,Thursday,False,4,Autumn,2.897689768976898,0.19471947194719472,0.08250825082508251,584,0.6651480637813212,Medium,False,2025-11-01
LOWW,2025-11-07,Vienna,Austria,362,358,720,0,0,0,0,0,large_airport,48.110298,16.5697,600.0,AT,AT-9,Vienna,yes,2025,11,Nov,Friday,False,4,Autumn,0.0,0.0,0.0,0,0.0,Low,False,2025-11-01
EBBR,2025-11-07,Brussels,Belgium,279,257,536,0,0,0,0,0,large_airport,50.901402,4.48444,175.0,BE,BE-VBR,Zaventem,yes,2025,11,Nov,Friday,False,4,Autumn,0.0,0.0,0.0,0,0.0,Low,False,2025-11-01
EKCH,2025-11-07,Copenhagen - Kastrup,Denmark,371,382,753,298,42,1,0,0,large_airport,55.617900848389,12.656000137329,17.0,DK,DK-84,Copenhagen,yes,2025,11,Nov,Friday,False,4,Autumn,0.7801047120418848,0.1099476439790576,0.002617801047120419,0,0.0,Low,False,2025-11-01
EIDW,2025-11-07,Dublin,Ireland,363,357,720,0,0,0,0,0,large_airport,53.428713,-6.262121,242.0,IE,IE-D,Dublin,yes,2025,11,Nov,Friday,False,4,Autumn,0.0,0.0,0.0,0,0.0,Low,False,2025-11-01
LPPT,2025-11-07,Lisbon,Portugal,325,316,641,179,17,3,0,0,large_airport,38.7813,-9.13592,374.0,PT,PT-11,Lisbon,yes,2025,11,Nov,Friday,False,4,Autumn,0.5664556962025317,0.05379746835443038,0.00949367088607595,0,0.0,Low,False,2025-11-01
LOWW,2025-11-08,Vienna,Austria,273,279,552,0,0,0,0,0,large_airport,48.110298,16.5697,600.0,AT,AT-9,Vienna,yes,2025,11,Nov,Saturday,True,4,Autumn,0.0,0.0,0.0,0,0.0,Low,False,2025-11-01
EBBR,2025-11-08,Brussels,Belgium,205,216,421,0,0,0,0,0,large_airport,50.901402,4.48444,175.0,BE,BE-VBR,Zaventem,yes,2025,11,Nov,Saturday,True,4,Autumn,0.0,0.0,0.0,0,0.0,Low,False,2025-11-01
EKCH,2025-11-08,Copenhagen - Kastrup,Denmark,282,280,562,0,0,0,0,0,large_airport,55.617900848389,12.656000137329,17.0,DK,DK-84,Copenhagen,yes,2025,11,Nov,Saturday,True,4,Autumn,0.0,0.0,0.0,0,0.0,Low,False,2025-11-01
EIDW,2025-11-08,Dublin,Ireland,314,314,628,0,0,0,0,0,large_airport,53.428713,-6.262121,242.0,IE,IE-D,Dublin,yes,2025,11,Nov,Saturday,True,4,Autumn,0.0,0.0,0.0,0,0.0,Low,False,2025-11-01
LPPT,2025-11-08,Lisbon,Portugal,309,304,613,271,17,5,0,0,large_airport,38.7813,-9.13592,374.0,PT,PT-11,Lisbon,yes,2025,11,Nov,Saturday,True,4,Autumn,0.8914473684210527,0.05592105263157895,0.01644736842105263,0,0.0,Low,False,2025-11-01
LOWW,2025-11-09,Vienna,Austria,326,316,642,0,0,0,0,0,large_airport,48.110298,16.5697,600.0,AT,AT-9,Vienna,yes,2025,11,Nov,Sunday,True,4,Autumn,0.0,0.0,0.0,0,0.0,Low,False,2025-11-01
EBBR,2025-11-09,Brussels,Belgium,239,239,478,0,0,0,0,0,large_airport,50.901402,4.48444,175.0,BE,BE-VBR,Zaventem,yes,2025,11,Nov,Sunday,True,4,Autumn,0.0,0.0,0.0,0,0.0,Low,False,2025-11-01
EKCH,2025-11-09,Copenhagen - Kastrup,Denmark,347,342,689,0,0,0,0,0,large_airport,55.617900848389,12.656000137329,17.0,DK,DK-84,Copenhagen,yes,2025,11,Nov,Sunday,True,4,Autumn,0.0,0.0,0.0,0,0.0,Low,False,2025-11-01
EIDW,2025-11-09,Dublin,Ireland,347,357,704,0,0,0,0,0,large_airport,53.428713,-6.262121,242.0,IE,IE-D,Dublin,yes,2025,11,Nov,Sunday,True,4,Autumn,0.0,0.0,0.0,0,0.0,Low,False,2025-11-01
LPPT,2025-11-09,Lisbon,Portugal,313,320,633,728,32,17,695,0,large_airport,38.7813,-9.13592,374.0,PT,PT-11,Lisbon,yes,2025,11,Nov,Sunday,True,4,Autumn,2.275,0.1,0.053125,695,0.9546703296703297,Medium,False,2025-11-01
LOWW,2025-11-10,Vienna,Austria,341,340,681,0,0,0,0,0,large_airport,48.110298,16.5697,600.0,AT,AT-9,Vienna,yes,2025,11,Nov,Monday,False,4,Autumn,0.0,0.0,0.0,0,0.0,Low,False,2025-11-01
EBBR,2025-11-10,Brussels,Belgium,246,254,500,0,0,0,0,0,large_airport,50.901402,4.48444,175.0,BE,BE-VBR,Zaventem,yes,2025,11,Nov,Monday,False,4,Autumn,0.0,0.0,0.0,0,0.0,Low,False,2025-11-01
EKCH,2025-11-10,Copenhagen - Kastrup,Denmark,372,365,737,51,10,0,0,0,large_airport,55.617900848389,12.656000137329,17.0,DK,DK-84,Copenhagen,yes,2025,11,Nov,Monday,False,4,Autumn,0.13972602739726028,0.0273972602739726,0.0,0,0.0,Low,False,2025-11-01
EIDW,2025-11-10,Dublin,Ireland,352,338,690,426,25,12,0,0,large_airport,53.428713,-6.262121,242.0,IE,IE-D,Dublin,yes,2025,11,Nov,Monday,False,4,Autumn,1.2603550295857988,0.07396449704142012,0.03550295857988166,0,0.0,Medium,False,2025-11-01
LPPT,2025-11-10,Lisbon,Portugal,306,324,630,1234,51,31,1145,0,large_airport,38.7813,-9.13592,374.0,PT,PT-11,Lisbon,yes,2025,11,Nov,Monday,False,4,Autumn,3.808641975308642,0.1574074074074074,0.09567901234567901,1145,0.9278768233387358,Medium,False,2025-11-01
LOWW,2025-11-11,Vienna,Austria,283,289,572,307,34,3,307,0,large_airport,48.110298,16.5697,600.0,AT,AT-9,Vienna,yes,2025,11,Nov,Tuesday,False,4,Autumn,1.0622837370242215,0.11764705882352941,0.010380622837370242,307,1.0,Medium,False,2025-11-01
EBBR,2025-11-11,Brussels,Belgium,243,246,489,0,0,0,0,0,large_airport,50.901402,4.48444,175.0,BE,BE-VBR,Zaventem,yes,2025,11,Nov,Tuesday,False,4,Autumn,0.0,0.0,0.0,0,0.0,Low,False,2025-11-01
EKCH,2025-11-11,Copenhagen - Kastrup,Denmark,320,323,643,0,0,0,0,0,large_airport,55.617900848389,12.656000137329,17.0,DK,DK-84,Copenhagen,yes,2025,11,Nov,Tuesday,False,4,Autumn,0.0,0.0,0.0,0,0.0,Low,False,2025-11-01
EIDW,2025-11-11,Dublin,Ireland,257,270,527,0,0,0,0,0,large_airport,53.428713,-6.262121,242.0,IE,IE-D,Dublin,yes,2025,11,Nov,Tuesday,False,4,Autumn,0.0,0.0,0.0,0,0.0,Low,False,2025-11-01
LPPT,2025-11-11,Lisbon,Portugal,281,277,558,1839,60,34,1795,0,large_airport,38.7813,-9.13592,374.0,PT,PT-11,Lisbon,yes,2025,11,Nov,Tuesday,False,4,Autumn,6.6389891696750905,0.21660649819494585,0.12274368231046931,1795,0.9760739532354541,High,False,2025-11-01
LOWW,2025-11-12,Vienna,Austria,310,309,619,564,56,9,564,0,large_airport,48.110298,16.5697,600.0,AT,AT-9,Vienna,yes,2025,11,Nov,Wednesday,False,4,Autumn,1.825242718446602,0.18122977346278318,0.02912621359223301,564,1.0,Medium,False,2025-11-01
EBBR,2025-11-12,Brussels,Belgium,261,256,517,0,0,0,0,0,large_airport,50.901402,4.48444,175.0,BE,BE-VBR,Zaventem,yes,2025,11,Nov,Wednesday,False,4,Autumn,0.0,0.0,0.0,0,0.0,Low,False,2025-11-01
EKCH,2025-11-12,Copenhagen - Kastrup,Denmark,323,322,645,0,0,0,0,0,large_airport,55.617900848389,12.656000137329,17.0,DK,DK-84,Copenhagen,yes,2025,11,Nov,Wednesday,False,4,Autumn,0.0,0.0,0.0,0,0.0,Low,False,2025-11-01
EIDW,2025-11-12,Dublin,Ireland,277,279,556,0,0,0,0,0,large_airport,53.428713,-6.262121,242.0,IE,IE-D,Dublin,yes,2025,11,Nov,Wednesday,False,4,Autumn,0.0,0.0,0.0,0,0.0,Low,False,2025-11-01
LPPT,2025-11-12,Lisbon,Portugal,293,281,574,1505,95,43,1505,0,large_airport,38.7813,-9.13592,374.0,PT,PT-11,Lisbon,yes,2025,11,Nov,Wednesday,False,4,Autumn,5.355871886120997,0.33807829181494664,0.15302491103202848,1505,1.0,High,False,2025-11-01
LOWW,2025-11-13,Vienna,Austria,342,339,681,0,0,0,0,0,large_airport,48.110298,16.5697,600.0,AT,AT-9,Vienna,yes,2025,11,Nov,Thursday,False,4,Autumn,0.0,0.0,0.0,0,0.0,Low,False,2025-11-01
EBBR,2025-11-13,Brussels,Belgium,279,278,557,0,0,0,0,0,large_airport,50.901402,4.48444,175.0,BE,BE-VBR,Zaventem,yes,2025,11,Nov,Thursday,False,4,Autumn,0.0,0.0,0.0,0,0.0,Low,False,2025-11-01
EKCH,2025-11-13,Copenhagen - Kastrup,Denmark,350,354,704,1161,69,34,0,0,large_airport,55.617900848389,12.656000137329,17.0,DK,DK-84,Copenhagen,yes,2025,11,Nov,Thursday,False,4,Autumn,3.2796610169491527,0.19491525423728814,0.096045197740113,0,0.0,Medium,False,2025-11-01
EIDW,2025-11-13,Dublin,Ireland,320,316,636,0,0,0,0,0,large_airport,53.428713,-6.262121,242.0,IE,IE-D,Dublin,yes,2025,11,Nov,Thursday,False,4,Autumn,0.0,0.0,0.0,0,0.0,Low,False,2025-11-01
LPPT,2025-11-13,Lisbon,Portugal,289,299,588,2968,133,80,2968,0,large_airport,38.7813,-9.13592,374.0,PT,PT-11,Lisbon,yes,2025,11,Nov,Thursday,False,4,Autumn,9.926421404682275,0.44481605351170567,0.26755852842809363,2968,1.0,High,False,2025-11-01
LOWW,2025-11-14,Vienna,Austria,363,360,723,0,0,0,0,0,large_airport,48.110298,16.5697,600.0,AT,AT-9,Vienna,yes,2025,11,Nov,Friday,False,4,Autumn,0.0,0.0,0.0,0,0.0,Low,False,2025-11-01
EBBR,2025-11-14,Brussels,Belgium,270,258,528,0,0,0,0,0,large_airport,50.901402,4.48444,175.0,BE,BE-VBR,Zaventem,yes,2025,11,Nov,Friday,False,4,Autumn,0.0,0.0,0.0,0,0.0,Low,False,2025-11-01
EKCH,2025-11-14,Copenhagen - Kastrup,Denmark,370,374,744,0,0,0,0,0,large_airport,55.617900848389,12.656000137329,17.0,DK,DK-84,Copenhagen,yes,2025,11,Nov,Friday,False,4,Autumn,0.0,0.0,0.0,0,0.0,Low,False,2025-11-01
EIDW,2025-11-14,Dublin,Ireland,357,350,707,0,0,0,0,0,large_airport,53.428713,-6.262121,242.0,IE,IE-D,Dublin,yes,2025,11,Nov,Friday,False,4,Autumn,0.0,0.0,0.0,0,0.0,Low,False,2025-11-01
LPPT,2025-11-14,Lisbon,Portugal,320,304,624,6389,183,125,6389,0,large_airport,38.7813,-9.13592,374.0,PT,PT-11,Lisbon,yes,2025,11,Nov,Friday,False,4,Autumn,21.01644736842105,0.6019736842105263,0.41118421052631576,6389,1.0,High,True,2025-11-01
LOWW,2025-11-15,Vienna,Austria,270,273,543,0,0,0,0,0,large_airport,48.110298,16.5697,600.0,AT,AT-9,Vienna,yes,2025,11,Nov,Saturday,True,4,Autumn,0.0,0.0,0.0,0,0.0,Low,False,2025-11-01
EBBR,2025-11-15,Brussels,Belgium,207,217,424,0,0,0,0,0,large_airport,50.901402,4.48444,175.0,BE,BE-VBR,Zaventem,yes,2025,11,Nov,Saturday,True,4,Autumn,0.0,0.0,0.0,0,0.0,Low,False,2025-11-01
EKCH,2025-11-15,Copenhagen - Kastrup,Denmark,272,276,548,309,26,7,0,0,large_airport,55.617900848389,12.656000137329,17.0,DK,DK-84,Copenhagen,yes,2025,11,Nov,Saturday,True,4,Autumn,1.1195652173913044,0.09420289855072464,0.025362318840579712,0,0.0,Medium,False,2025-11-01
EIDW,2025-11-15,Dublin,Ireland,328,326,654,0,0,0,0,0,large_airport,53.428713,-6.262121,242.0,IE,IE-D,Dublin,yes,2025,11,Nov,Saturday,True,4,Autumn,0.0,0.0,0.0,0,0.0,Low,False,2025-11-01
LPPT,2025-11-15,Lisbon,Portugal,302,306,608,2051,101,60,2051,0,large_airport,38.7813,-9.13592,374.0,PT,PT-11,Lisbon,yes,2025,11,Nov,Saturday,True,4,Autumn,6.7026143790849675,0.3300653594771242,0.19607843137254902,2051,1.0,High,False,2025-11-01
LOWW,2025-11-16,Vienna,Austria,331,327,658,38,4,0,38,0,large_airport,48.110298,16.5697,600.0,AT,AT-9,Vienna,yes,2025,11,Nov,Sunday,True,4,Autumn,0.1162079510703364,0.012232415902140673,0.0,38,1.0,Low,False,2025-11-01
EBBR,2025-11-16,Brussels,Belgium,242,238,480,0,0,0,0,0,large_airport,50.901402,4.48444,175.0,BE,BE-VBR,Zaventem,yes,2025,11,Nov,Sunday,True,4,Autumn,0.0,0.0,0.0,0,0.0,Low,False,2025-11-01
EKCH,2025-11-16,Copenhagen - Kastrup,Denmark,347,339,686,0,0,0,0,0,large_airport,55.617900848389,12.656000137329,17.0,DK,DK-84,Copenhagen,yes,2025,11,Nov,Sunday,True,4,Autumn,0.0,0.0,0.0,0,0.0,Low,False,2025-11-01
EIDW,2025-11-16,Dublin,Ireland,343,356,699,0,0,0,0,0,large_airport,53.428713,-6.262121,242.0,IE,IE-D,Dublin,yes,2025,11,Nov,Sunday,True,4,Autumn,0.0,0.0,0.0,0,0.0,Low,False,2025-11-01
LPPT,2025-11-16,Lisbon,Portugal,313,309,622,5988,150,130,5988,0,large_airport,38.7813,-9.13592,374.0,PT,PT-11,Lisbon,yes,2025,11,Nov,Sunday,True,4,Autumn,19.37864077669903,0.4854368932038835,0.42071197411003236,5988,1.0,High,True,2025-11-01
LOWW,2025-11-17,Vienna,Austria,328,336,664,0,0,0,0,0,large_airport,48.110298,16.5697,600.0,AT,AT-9,Vienna,yes,2025,11,Nov,Monday,False,4,Autumn,0.0,0.0,0.0,0,0.0,Low,False,2025-11-01
