APT_ICAO,date,APT_NAME,STATE_NAME,FLT_DEP_1,FLT_ARR_1,FLT_TOT_1,DLY_APT_ARR_1,FLT_ARR_1_DLY,FLT_ARR_1_DLY_15,DLY_APT_ARR_W_1,DLY_APT_ARR_D_1,type,latitude_deg,longitude_deg,elevation_ft,iso_country,iso_region,municipality,scheduled_service,year,month,month_name,day_of_week,is_weekend,quarter,season,delay_per_arr,pct_arr_delayed,pct_arr_delayed_15,weather_delay_min,weather_share,delay_level,is_outlier,month_start
LOWW,2023-01-01,Vienna,Austria,252,221,473,0,0,0,0,0,large_airport,48.110298,16.5697,600.0,AT,AT-9,Vienna,yes,2023,1,Jan,Sunday,True,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-01-01
EBBR,2023-01-01,Brussels,Belgium,183,172,355,0,0,0,0,0,large_airport,50.901402,4.48444,175.0,BE,BE-VBR,Zaventem,yes,2023,1,Jan,Sunday,True,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-01-01
EKCH,2023-01-01,Copenhagen - Kastrup,Denmark,246,238,484,0,0,0,0,0,large_airport,55.617900848389,12.656000137329,17.0,DK,DK-84,Copenhagen,yes,2023,1,Jan,Sunday,True,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-01-01
EIDW,2023-01-01,Dublin,Ireland,292,283,575,0,0,0,0,0,large_airport,53.428713,-6.262121,242.0,IE,IE-D,Dublin,yes,2023,1,Jan,Sunday,True,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-01-01
LPPT,2023-01-01,Lisbon,Portugal,299,290,589,1012,70,25,852,0,large_airport,38.7813,-9.13592,374.0,PT,PT-11,Lisbon,yes,2023,1,Jan,Sunday,True,1,Winter,3.489655172413793,0.2413793103448276,0.08620689655172414,852,0.841897233201581,Medium,False,2023-01-01
LOWW,2023-01-02,Vienna,Austria,285,291,576,421,31,10,421,0,large_airport,48.110298,16.5697,600.0,AT,AT-9,Vienna,yes,2023,1,Jan,Monday,False,1,Winter,1.4467353951890034,0.10652920962199312,0.03436426116838488,421,1.0,Medium,False,2023-01-01
EBBR,2023-01-02,Brussels,Belgium,205,212,417,0,0,0,0,0,large_airport,50.901402,4.48444,175.0,BE,BE-VBR,Zaventem,yes,2023,1,Jan,Monday,False,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-01-01
EKCH,2023-01-02,Copenhagen - Kastrup,Denmark,295,288,583,0,0,0,0,0,large_airport,55.617900848389,12.656000137329,17.0,DK,DK-84,Copenhagen,yes,2023,1,Jan,Monday,False,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-01-01
EIDW,2023-01-02,Dublin,Ireland,290,290,580,0,0,0,0,0,large_airport,53.428713,-6.262121,242.0,IE,IE-D,Dublin,yes,2023,1,Jan,Monday,False,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-01-01
LPPT,2023-01-02,Lisbon,Portugal,312,325,637,2826,123,73,0,0,large_airport,38.7813,-9.13592,374.0,PT,PT-11,Lisbon,yes,2023,1,Jan,Monday,False,1,Winter,8.695384615384615,0.37846153846153846,0.2246153846153846,0,0.0,High,False,2023-01-01
LOWW,2023-01-03,Vienna,Austria,251,250,501,0,0,0,0,0,large_airport,48.110298,16.5697,600.0,AT,AT-9,Vienna,yes,2023,1,Jan,Tuesday,False,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-01-01
EBBR,2023-01-03,Brussels,Belgium,218,224,442,0,0,0,0,0,large_airport,50.901402,4.48444,175.0,BE,BE-VBR,Zaventem,yes,2023,1,Jan,Tuesday,False,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-01-01
EKCH,2023-01-03,Copenhagen - Kastrup,Denmark,251,251,502,0,0,0,0,0,large_airport,55.617900848389,12.656000137329,17.0,DK,DK-84,Copenhagen,yes,2023,1,Jan,Tuesday,False,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-01-01
EIDW,2023-01-03,Dublin,Ireland,297,303,600,0,0,0,0,0,large_airport,53.428713,-6.262121,242.0,IE,IE-D,Dublin,yes,2023,1,Jan,Tuesday,False,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-01-01
LPPT,2023-01-03,Lisbon,Portugal,288,288,576,10,1,0,0,0,large_airport,38.7813,-9.13592,374.0,PT,PT-11,Lisbon,yes,2023,1,Jan,Tuesday,False,1,Winter,0.034722222222222224,0.003472222222222222,0.0,0,0.0,Low,False,2023-01-01
LOWW,2023-01-04,Vienna,Austria,269,269,538,0,0,0,0,0,large_airport,48.110298,16.5697,600.0,AT,AT-9,Vienna,yes,2023,1,Jan,Wednesday,False,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-01-01
EBBR,2023-01-04,Brussels,Belgium,214,215,429,0,0,0,0,0,large_airport,50.901402,4.48444,175.0,BE,BE-VBR,Zaventem,yes,2023,1,Jan,Wednesday,False,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-01-01
EKCH,2023-01-04,Copenhagen - Kastrup,Denmark,262,263,525,0,0,0,0,0,large_airport,55.617900848389,12.656000137329,17.0,DK,DK-84,Copenhagen,yes,2023,1,Jan,Wednesday,False,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-01-01
EIDW,2023-01-04,Dublin,Ireland,296,300,596,0,0,0,0,0,large_airport,53.428713,-6.262121,242.0,IE,IE-D,Dublin,yes,2023,1,Jan,Wednesday,False,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-01-01
LPPT,2023-01-04,Lisbon,Portugal,294,281,575,180,13,4,0,0,large_airport,38.7813,-9.13592,374.0,PT,PT-11,Lisbon,yes,2023,1,Jan,Wednesday,False,1,Winter,0.6405693950177936,0.046263345195729534,0.014234875444839857,0,0.0,Low,False,2023-01-01
LOWW,2023-01-05,Vienna,Austria,264,261,525,0,0,0,0,0,large_airport,48.110298,16.5697,600.0,AT,AT-9,Vienna,yes,2023,1,Jan,Thursday,False,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-01-01
EBBR,2023-01-05,Brussels,Belgium,230,223,453,0,0,0,0,0,large_airport,50.901402,4.48444,175.0,BE,BE-VBR,Zaventem,yes,2023,1,Jan,Thursday,False,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-01-01
EKCH,2023-01-05,Copenhagen - Kastrup,Denmark,260,254,514,0,0,0,0,0,large_airport,55.617900848389,12.656000137329,17.0,DK,DK-84,Copenhagen,yes,2023,1,Jan,Thursday,False,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-01-01
EIDW,2023-01-05,Dublin,Ireland,303,304,607,0,0,0,0,0,large_airport,53.428713,-6.262121,242.0,IE,IE-D,Dublin,yes,2023,1,Jan,Thursday,False,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-01-01
LPPT,2023-01-05,Lisbon,Portugal,287,289,576,821,71,19,0,0,large_airport,38.7813,-9.13592,374.0,PT,PT-11,Lisbon,yes,2023,1,Jan,Thursday,False,1,Winter,2.8408304498269894,0.24567474048442905,0.0657439446366782,0,0.0,Medium,False,2023-01-01
LOWW,2023-01-06,Vienna,Austria,295,298,593,0,0,0,0,0,large_airport,48.110298,16.5697,600.0,AT,AT-9,Vienna,yes,2023,1,Jan,Friday,False,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-01-01
EBBR,2023-01-06,Brussels,Belgium,232,230,462,37,7,0,0,0,large_airport,50.901402,4.48444,175.0,BE,BE-VBR,Zaventem,yes,2023,1,Jan,Friday,False,1,Winter,0.1608695652173913,0.030434782608695653,0.0,0,0.0,Low,False,2023-01-01
EKCH,2023-01-06,Copenhagen - Kastrup,Denmark,266,278,544,0,0,0,0,0,large_airport,55.617900848389,12.656000137329,17.0,DK,DK-84,Copenhagen,yes,2023,1,Jan,Friday,False,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-01-01
EIDW,2023-01-06,Dublin,Ireland,332,327,659,0,0,0,0,0,large_airport,53.428713,-6.262121,242.0,IE,IE-D,Dublin,yes,2023,1,Jan,Friday,False,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-01-01
LPPT,2023-01-06,Lisbon,Portugal,318,316,634,4327,153,92,4327,0,large_airport,38.7813,-9.13592,374.0,PT,PT-11,Lisbon,yes,2023,1,Jan,Friday,False,1,Winter,13.693037974683545,0.48417721518987344,0.2911392405063291,4327,1.0,High,True,2023-01-01
LOWW,2023-01-07,Vienna,Austria,225,235,460,0,0,0,0,0,large_airport,48.110298,16.5697,600.0,AT,AT-9,Vienna,yes,2023,1,Jan,Saturday,True,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-01-01
EBBR,2023-01-07,Brussels,Belgium,184,192,376,0,0,0,0,0,large_airport,50.901402,4.48444,175.0,BE,BE-VBR,Zaventem,yes,2023,1,Jan,Saturday,True,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-01-01
EKCH,2023-01-07,Copenhagen - Kastrup,Denmark,197,202,399,0,0,0,0,0,large_airport,55.617900848389,12.656000137329,17.0,DK,DK-84,Copenhagen,yes,2023,1,Jan,Saturday,True,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-01-01
EIDW,2023-01-07,Dublin,Ireland,282,275,557,0,0,0,0,0,large_airport,53.428713,-6.262121,242.0,IE,IE-D,Dublin,yes,2023,1,Jan,Saturday,True,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-01-01
LPPT,2023-01-07,Lisbon,Portugal,303,295,598,1662,101,41,0,0,large_airport,38.7813,-9.13592,374.0,PT,PT-11,Lisbon,yes,2023,1,Jan,Saturday,True,1,Winter,5.633898305084746,0.3423728813559322,0.13898305084745763,0,0.0,High,False,2023-01-01
LOWW,2023-01-08,Vienna,Austria,289,277,566,0,0,0,0,0,large_airport,48.110298,16.5697,600.0,AT,AT-9,Vienna,yes,2023,1,Jan,Sunday,True,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-01-01
EBBR,2023-01-08,Brussels,Belgium,232,225,457,0,0,0,0,0,large_airport,50.901402,4.48444,175.0,BE,BE-VBR,Zaventem,yes,2023,1,Jan,Sunday,True,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-01-01
EKCH,2023-01-08,Copenhagen - Kastrup,Denmark,265,253,518,0,0,0,0,0,large_airport,55.617900848389,12.656000137329,17.0,DK,DK-84,Copenhagen,yes,2023,1,Jan,Sunday,True,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-01-01
EIDW,2023-01-08,Dublin,Ireland,312,317,629,0,0,0,0,0,large_airport,53.428713,-6.262121,242.0,IE,IE-D,Dublin,yes,2023,1,Jan,Sunday,True,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-01-01
LPPT,2023-01-08,Lisbon,Portugal,300,308,608,1240,99,27,0,0,large_airport,38.7813,-9.13592,374.0,PT,PT-11,Lisbon,yes,2023,1,Jan,Sunday,True,1,Winter,4.025974025974026,0.32142857142857145,0.08766233766233766,0,0.0,Medium,False,2023-01-01
LOWW,2023-01-09,Vienna,Austria,268,285,553,0,0,0,0,0,large_airport,48.110298,16.5697,600.0,AT,AT-9,Vienna,yes,2023,1,Jan,Monday,False,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-01-01
EBBR,2023-01-09,Brussels,Belgium,194,209,403,0,0,0,0,0,large_airport,50.901402,4.48444,175.0,BE,BE-VBR,Zaventem,yes,2023,1,Jan,Monday,False,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-01-01
EKCH,2023-01-09,Copenhagen - Kastrup,Denmark,277,272,549,0,0,0,0,0,large_airport,55.617900848389,12.656000137329,17.0,DK,DK-84,Copenhagen,yes,2023,1,Jan,Monday,False,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-01-01
EIDW,2023-01-09,Dublin,Ireland,274,277,551,0,0,0,0,0,large_airport,53.428713,-6.262121,242.0,IE,IE-D,Dublin,yes,2023,1,Jan,Monday,False,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-01-01
LPPT,2023-01-09,Lisbon,Portugal,290,305,595,1123,88,24,0,0,large_airport,38.7813,-9.13592,374.0,PT,PT-11,Lisbon,yes,2023,1,Jan,Monday,False,1,Winter,3.681967213114754,0.28852459016393445,0.07868852459016394,0,0.0,Medium,False,2023-01-01
LOWW,2023-01-10,Vienna,Austria,227,227,454,0,0,0,0,0,large_airport,48.110298,16.5697,600.0,AT,AT-9,Vienna,yes,2023,1,Jan,Tuesday,False,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-01-01
EBBR,2023-01-10,Brussels,Belgium,213,210,423,120,18,0,120,0,large_airport,50.901402,4.48444,175.0,BE,BE-VBR,Zaventem,yes,2023,1,Jan,Tuesday,False,1,Winter,0.5714285714285714,0.08571428571428572,0.0,120,1.0,Low,False,2023-01-01
EKCH,2023-01-10,Copenhagen - Kastrup,Denmark,222,231,453,0,0,0,0,0,large_airport,55.617900848389,12.656000137329,17.0,DK,DK-84,Copenhagen,yes,2023,1,Jan,Tuesday,False,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-01-01
EIDW,2023-01-10,Dublin,Ireland,240,238,478,0,0,0,0,0,large_airport,53.428713,-6.262121,242.0,IE,IE-D,Dublin,yes,2023,1,Jan,Tuesday,False,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-01-01
LPPT,2023-01-10,Lisbon,Portugal,258,255,513,773,59,16,260,0,large_airport,38.7813,-9.13592,374.0,PT,PT-11,Lisbon,yes,2023,1,Jan,Tuesday,False,1,Winter,3.0313725490196077,0.23137254901960785,0.06274509803921569,260,0.33635187580853815,Medium,False,2023-01-01
LOWW,2023-01-11,Vienna,Austria,242,237,479,0,0,0,0,0,large_airport,48.110298,16.5697,600.0,AT,AT-9,Vienna,yes,2023,1,Jan,Wednesday,False,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-01-01
EBBR,2023-01-11,Brussels,Belgium,216,211,427,0,0,0,0,0,large_airport,50.901402,4.48444,175.0,BE,BE-VBR,Zaventem,yes,2023,1,Jan,Wednesday,False,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-01-01
EKCH,2023-01-11,Copenhagen - Kastrup,Denmark,241,238,479,0,0,0,0,0,large_airport,55.617900848389,12.656000137329,17.0,DK,DK-84,Copenhagen,yes,2023,1,Jan,Wednesday,False,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-01-01
EIDW,2023-01-11,Dublin,Ireland,246,248,494,0,0,0,0,0,large_airport,53.428713,-6.262121,242.0,IE,IE-D,Dublin,yes,2023,1,Jan,Wednesday,False,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-01-01
LPPT,2023-01-11,Lisbon,Portugal,249,243,492,140,14,1,0,0,large_airport,38.7813,-9.13592,374.0,PT,PT-11,Lisbon,yes,2023,1,Jan,Wednesday,False,1,Winter,0.5761316872427984,0.05761316872427984,0.00411522633744856,0,0.0,Low,False,2023-01-01
LOWW,2023-01-12,Vienna,Austria,242,250,492,0,0,0,0,0,large_airport,48.110298,16.5697,600.0,AT,AT-9,Vienna,yes,2023,1,Jan,Thursday,False,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-01-01
EBBR,2023-01-12,Brussels,Belgium,226,229,455,0,0,0,0,0,large_airport,50.901402,4.48444,175.0,BE,BE-VBR,Zaventem,yes,2023,1,Jan,Thursday,False,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-01-01
EKCH,2023-01-12,Copenhagen - Kastrup,Denmark,263,262,525,0,0,0,0,0,large_airport,55.617900848389,12.656000137329,17.0,DK,DK-84,Copenhagen,yes,2023,1,Jan,Thursday,False,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-01-01
EIDW,2023-01-12,Dublin,Ireland,256,254,510,0,0,0,0,0,large_airport,53.428713,-6.262121,242.0,IE,IE-D,Dublin,yes,2023,1,Jan,Thursday,False,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-01-01
LPPT,2023-01-12,Lisbon,Portugal,267,262,529,627,48,14,0,0,large_airport,38.7813,-9.13592,374.0,PT,PT-11,Lisbon,yes,2023,1,Jan,Thursday,False,1,Winter,2.3931297709923665,0.183206106870229,0.05343511450381679,0,0.0,Medium,False,2023-01-01
LOWW,2023-01-13,Vienna,Austria,292,291,583,0,0,0,0,0,large_airport,48.110298,16.5697,600.0,AT,AT-9,Vienna,yes,2023,1,Jan,Friday,False,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-01-01
EBBR,2023-01-13,Brussels,Belgium,223,216,439,0,0,0,0,0,large_airport,50.901402,4.48444,175.0,BE,BE-VBR,Zaventem,yes,2023,1,Jan,Friday,False,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-01-01
EKCH,2023-01-13,Copenhagen - Kastrup,Denmark,276,280,556,25,6,0,0,0,large_airport,55.617900848389,12.656000137329,17.0,DK,DK-84,Copenhagen,yes,2023,1,Jan,Friday,False,1,Winter,0.08928571428571429,0.02142857142857143,0.0,0,0.0,Low,False,2023-01-01
EIDW,2023-01-13,Dublin,Ireland,299,306,605,0,0,0,0,0,large_airport,53.428713,-6.262121,242.0,IE,IE-D,Dublin,yes,2023,1,Jan,Friday,False,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-01-01
LPPT,2023-01-13,Lisbon,Portugal,296,296,592,1433,83,36,0,0,large_airport,38.7813,-9.13592,374.0,PT,PT-11,Lisbon,yes,2023,1,Jan,Friday,False,1,Winter,4.841216216216216,0.28040540540540543,0.12162162162162163,0,0.0,Medium,False,2023-01-01
LOWW,2023-01-14,Vienna,Austria,198,203,401,0,0,0,0,0,large_airport,48.110298,16.5697,600.0,AT,AT-9,Vienna,yes,2023,1,Jan,Saturday,True,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-01-01
EBBR,2023-01-14,Brussels,Belgium,159,166,325,0,0,0,0,0,large_airport,50.901402,4.48444,175.0,BE,BE-VBR,Zaventem,yes,2023,1,Jan,Saturday,True,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-01-01
EKCH,2023-01-14,Copenhagen - Kastrup,Denmark,181,186,367,0,0,0,0,0,large_airport,55.617900848389,12.656000137329,17.0,DK,DK-84,Copenhagen,yes,2023,1,Jan,Saturday,True,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-01-01
EIDW,2023-01-14,Dublin,Ireland,260,253,513,0,0,0,0,0,large_airport,53.428713,-6.262121,242.0,IE,IE-D,Dublin,yes,2023,1,Jan,Saturday,True,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-01-01
LPPT,2023-01-14,Lisbon,Portugal,274,271,545,1033,58,25,0,0,large_airport,38.7813,-9.13592,374.0,PT,PT-11,Lisbon,yes,2023,1,Jan,Saturday,True,1,Winter,3.811808118081181,0.2140221402214022,0.09225092250922509,0,0.0,Medium,False,2023-01-01
LOWW,2023-01-15,Vienna,Austria,258,250,508,0,0,0,0,0,large_airport,48.110298,16.5697,600.0,AT,AT-9,Vienna,yes,2023,1,Jan,Sunday,True,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-01-01
EBBR,2023-01-15,Brussels,Belgium,210,201,411,0,0,0,0,0,large_airport,50.901402,4.48444,175.0,BE,BE-VBR,Zaventem,yes,2023,1,Jan,Sunday,True,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-01-01
EKCH,2023-01-15,Copenhagen - Kastrup,Denmark,244,234,478,0,0,0,0,0,large_airport,55.617900848389,12.656000137329,17.0,DK,DK-84,Copenhagen,yes,2023,1,Jan,Sunday,True,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-01-01
EIDW,2023-01-15,Dublin,Ireland,286,288,574,0,0,0,0,0,large_airport,53.428713,-6.262121,242.0,IE,IE-D,Dublin,yes,2023,1,Jan,Sunday,True,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-01-01
LPPT,2023-01-15,Lisbon,Portugal,280,283,563,408,39,10,0,0,large_airport,38.7813,-9.13592,374.0,PT,PT-11,Lisbon,yes,2023,1,Jan,Sunday,True,1,Winter,1.441696113074205,0.13780918727915195,0.0353356890459364,0,0.0,Medium,False,2023-01-01
LOWW,2023-01-16,Vienna,Austria,260,268,528,0,0,0,0,0,large_airport,48.110298,16.5697,600.0,AT,AT-9,Vienna,yes,2023,1,Jan,Monday,False,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-01-01
EBBR,2023-01-16,Brussels,Belgium,181,199,380,442,34,14,442,0,large_airport,50.901402,4.48444,175.0,BE,BE-VBR,Zaventem,yes,2023,1,Jan,Monday,False,1,Winter,2.221105527638191,0.1708542713567839,0.07035175879396985,442,1.0,Medium,False,2023-01-01
EKCH,2023-01-16,Copenhagen - Kastrup,Denmark,277,274,551,0,0,0,0,0,large_airport,55.617900848389,12.656000137329,17.0,DK,DK-84,Copenhagen,yes,2023,1,Jan,Monday,False,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-01-01
EIDW,2023-01-16,Dublin,Ireland,265,272,537,0,0,0,0,0,large_airport,53.428713,-6.262121,242.0,IE,IE-D,Dublin,yes,2023,1,Jan,Monday,False,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-01-01
LPPT,2023-01-16,Lisbon,Portugal,268,280,548,462,41,12,0,0,large_airport,38.7813,-9.13592,374.0,PT,PT-11,Lisbon,yes,2023,1,Jan,Monday,False,1,Winter,1.65,0.14642857142857144,0.04285714285714286,0,0.0,Medium,False,2023-01-01
LOWW,2023-01-17,Vienna,Austria,211,208,419,0,0,0,0,0,large_airport,48.110298,16.5697,600.0,AT,AT-9,Vienna,yes,2023,1,Jan,Tuesday,False,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-01-01
EBBR,2023-01-17,Brussels,Belgium,202,205,407,0,0,0,0,0,large_airport,50.901402,4.48444,175.0,BE,BE-VBR,Zaventem,yes,2023,1,Jan,Tuesday,False,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-01-01
EKCH,2023-01-17,Copenhagen - Kastrup,Denmark,232,238,470,0,0,0,0,0,large_airport,55.617900848389,12.656000137329,17.0,DK,DK-84,Copenhagen,yes,2023,1,Jan,Tuesday,False,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-01-01
EIDW,2023-01-17,Dublin,Ireland,240,236,476,0,0,0,0,0,large_airport,53.428713,-6.262121,242.0,IE,IE-D,Dublin,yes,2023,1,Jan,Tuesday,False,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-01-01
LPPT,2023-01-17,Lisbon,Portugal,240,239,479,148,13,2,0,0,large_airport,38.7813,-9.13592,374.0,PT,PT-11,Lisbon,yes,2023,1,Jan,Tuesday,False,1,Winter,0.6192468619246861,0.05439330543933055,0.008368200836820083,0,0.0,Low,False,2023-01-01
LOWW,2023-01-18,Vienna,Austria,242,240,482,0,0,0,0,0,large_airport,48.110298,16.5697,600.0,AT,AT-9,Vienna,yes,2023,1,Jan,Wednesday,False,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-01-01
EBBR,2023-01-18,Brussels,Belgium,215,202,417,0,0,0,0,0,large_airport,50.901402,4.48444,175.0,BE,BE-VBR,Zaventem,yes,2023,1,Jan,Wednesday,False,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-01-01
EKCH,2023-01-18,Copenhagen - Kastrup,Denmark,241,240,481,0,0,0,0,0,large_airport,55.617900848389,12.656000137329,17.0,DK,DK-84,Copenhagen,yes,2023,1,Jan,Wednesday,False,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-01-01
EIDW,2023-01-18,Dublin,Ireland,240,239,479,0,0,0,0,0,large_airport,53.428713,-6.262121,242.0,IE,IE-D,Dublin,yes,2023,1,Jan,Wednesday,False,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-01-01
LPPT,2023-01-18,Lisbon,Portugal,241,232,473,0,0,0,0,0,large_airport,38.7813,-9.13592,374.0,PT,PT-11,Lisbon,yes,2023,1,Jan,Wednesday,False,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-01-01
LOWW,2023-01-19,Vienna,Austria,239,244,483,0,0,0,0,0,large_airport,48.110298,16.5697,600.0,AT,AT-9,Vienna,yes,2023,1,Jan,Thursday,False,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-01-01
EBBR,2023-01-19,Brussels,Belgium,230,225,455,194,13,4,194,0,large_airport,50.901402,4.48444,175.0,BE,BE-VBR,Zaventem,yes,2023,1,Jan,Thursday,False,1,Winter,0.8622222222222222,0.057777777777777775,0.017777777777777778,194,1.0,Low,False,2023-01-01
EKCH,2023-01-19,Copenhagen - Kastrup,Denmark,260,260,520,0,0,0,0,0,large_airport,55.617900848389,12.656000137329,17.0,DK,DK-84,Copenhagen,yes,2023,1,Jan,Thursday,False,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-01-01
EIDW,2023-01-19,Dublin,Ireland,257,253,510,0,0,0,0,0,large_airport,53.428713,-6.262121,242.0,IE,IE-D,Dublin,yes,2023,1,Jan,Thursday,False,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-01-01
LPPT,2023-01-19,Lisbon,Portugal,250,249,499,450,24,10,0,0,large_airport,38.7813,-9.13592,374.0,PT,PT-11,Lisbon,yes,2023,1,Jan,Thursday,False,1,Winter,1.8072289156626506,0.0963855421686747,0.040160642570281124,0,0.0,Medium,False,2023-01-01
LOWW,2023-01-20,Vienna,Austria,295,294,589,0,0,0,0,0,large_airport,48.110298,16.5697,600.0,AT,AT-9,Vienna,yes,2023,1,Jan,Friday,False,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-01-01
EBBR,2023-01-20,Brussels,Belgium,231,226,457,128,15,0,128,0,large_airport,50.901402,4.48444,175.0,BE,BE-VBR,Zaventem,yes,2023,1,Jan,Friday,False,1,Winter,0.5663716814159292,0.06637168141592921,0.0,128,1.0,Low,False,2023-01-01
EKCH,2023-01-20,Copenhagen - Kastrup,Denmark,271,281,552,0,0,0,0,0,large_airport,55.617900848389,12.656000137329,17.0,DK,DK-84,Copenhagen,yes,2023,1,Jan,Friday,False,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-01-01
EIDW,2023-01-20,Dublin,Ireland,299,295,594,0,0,0,0,0,large_airport,53.428713,-6.262121,242.0,IE,IE-D,Dublin,yes,2023,1,Jan,Friday,False,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-01-01
LPPT,2023-01-20,Lisbon,Portugal,288,289,577,948,69,21,0,0,large_airport,38.7813,-9.13592,374.0,PT,PT-11,Lisbon,yes,2023,1,Jan,Friday,False,1,Winter,3.2802768166089966,0.23875432525951557,0.0726643598615917,0,0.0,Medium,False,2023-01-01
LOWW,2023-01-21,Vienna,Austria,189,198,387,0,0,0,0,0,large_airport,48.110298,16.5697,600.0,AT,AT-9,Vienna,yes,2023,1,Jan,Saturday,True,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-01-01
EBBR,2023-01-21,Brussels,Belgium,157,175,332,140,17,2,140,0,large_airport,50.901402,4.48444,175.0,BE,BE-VBR,Zaventem,yes,2023,1,Jan,Saturday,True,1,Winter,0.8,0.09714285714285714,0.011428571428571429,140,1.0,Low,False,2023-01-01
EKCH,2023-01-21,Copenhagen - Kastrup,Denmark,183,187,370,0,0,0,0,0,large_airport,55.617900848389,12.656000137329,17.0,DK,DK-84,Copenhagen,yes,2023,1,Jan,Saturday,True,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-01-01
